Sort [1],State,FIPS,County [2],Population(2010),Land Areakm²,Land Areami²,Water Areakm²,Water Areami²,Total Areakm²,Total Areami²,Latitude,Longitude
1712,NE,c31115,Loup,632,"1,471.86",568.29,7.275,2.809,"1,479.14",571.099,41.897714,-99.509764
1713,NE,c31117,McPherson,539,"2,224.74",858.976,2.681,1.035,"2,227.42",860.011,41.596472999999996,-101.060237
1714,NE,c31119,Madison,"34,876","1,483.40",572.743,7.014,2.708,"1,490.41",575.451,41.909929,-97.60685600000001
1715,NE,c31121,Merrick,"7,845","1,255.84",484.881,24.907,9.617,"1,280.74",494.498,41.169801,-98.031051
1716,NE,c31123,Morrill,"5,042","3,687.72","1,423.84",15.599,6.023,"3,703.32","1,429.86",41.732205,-102.990599
1717,NE,c31125,Nance,"3,735","1,143.82",441.633,17.088,6.598,"1,160.91",448.231,41.402386,-97.99140799999999
1718,NE,c31127,Nemaha,"7,248","1,055.12",407.382,5.755,2.222,"1,060.87",409.604,40.387448,-95.850954
1719,NE,c31129,Nuckolls,"4,500","1,489.65",575.155,1.718,0.664,"1,491.36",575.819,40.176491999999996,-98.046842
1720,NE,c31131,Otoe,"15,740","1,594.48",615.631,8.775,3.388,"1,603.25",619.019,40.637992,-96.131027
1721,NE,c31133,Pawnee,"2,773","1,116.48",431.075,4.852,1.874,"1,121.33",432.949,40.13785,-96.245225
1722,NE,c31135,Perkins,"2,970","2,287.83",883.335,2.84,1.097,"2,290.67",884.432,40.856065,-101.636443
1723,NE,c31137,Phelps,"9,188","1,398.05",539.79,1.647,0.636,"1,399.70",540.426,40.516365,-99.40655699999999
1724,NE,c31139,Pierce,"7,266","1,484.71",573.249,3.482,1.344,"1,488.19",574.593,42.271413,-97.61099200000001
1725,NE,c31141,Platte,"32,237","1,745.81",674.059,27.272,10.53,"1,773.08",684.589,41.576865999999995,-97.513467
1726,NE,c31143,Polk,"5,406","1,135.31",438.345,5.949,2.297,"1,141.26",440.642,41.187925,-97.570663
1727,NE,c31145,Red Willow,"11,055","1,856.98",716.985,2.643,1.021,"1,859.63",718.006,40.16942,-100.468576
1728,NE,c31147,Richardson,"8,363","1,429.26",551.84,7.078,2.733,"1,436.34",554.573,40.123743,-95.718603
1729,NE,c31149,Rock,"1,526","2,611.53","1,008.32",8.808,3.401,"2,620.34","1,011.72",42.413325,-99.45853000000001
1730,NE,c31151,Saline,"14,200","1,486.70",574.018,5.935,2.291,"1,492.63",576.309,40.516802,-97.131755
1731,NE,c31153,Sarpy,"158,840",618.982,238.99,22.1,8.533,641.082,247.523,41.115064000000004,-96.109125
1732,NE,c31155,Saunders,"20,780","1,943.10",750.234,24.828,9.586,"1,967.92",759.82,41.223152,-96.640923
1733,NE,c31157,Scotts Bluff,"36,970","1,915.04",739.401,15.438,5.961,"1,930.48",745.362,41.851589000000004,-103.70586
1734,NE,c31159,Seward,"16,750","1,479.99",571.428,11.548,4.459,"1,491.54",575.887,40.871944,-97.140383
1735,NE,c31161,Sheridan,"5,469","6,321.80","2,440.86",74.942,28.935,"6,396.75","2,469.80",42.507073999999996,-102.389698
1736,NE,c31163,Sherman,"3,152","1,465.49",565.828,15.062,5.816,"1,480.55",571.644,41.218742999999996,-98.972849
1737,NE,c31165,Sioux,"1,311","5,352.83","2,066.74",1.873,0.723,"5,354.71","2,067.46",42.483806,-103.74260500000001
1738,NE,c31167,Stanton,"6,129","1,108.38",427.949,7.909,3.054,"1,116.29",431.003,41.904793,-97.174724
1739,NE,c31169,Thayer,"5,228","1,486.15",573.807,3.025,1.168,"1,489.18",574.975,40.173845,-97.59626300000001
1740,NE,c31171,Thomas,647,"1,847.27",713.236,2.028,0.783,"1,849.30",714.019,41.848620000000004,-100.506911
1741,NE,c31173,Thurston,"6,940","1,019.38",393.584,6.459,2.494,"1,025.84",396.078,42.154061,-96.53394300000001
1742,NE,c31175,Valley,"4,260","1,471.24",568.048,6.243,2.41,"1,477.48",570.458,41.564094,-98.98348399999999
1743,NE,c31177,Washington,"20,234","1,009.99",389.958,8.388,3.239,"1,018.37",393.197,41.533978999999995,-96.224574
1744,NE,c31179,Wayne,"9,595","1,147.14",442.915,1.088,0.42,"1,148.23",443.335,42.210746,-97.126243
1745,NE,c31181,Webster,"3,812","1,489.02",574.913,0.337,0.13,"1,489.36",575.043,40.180646,-98.49859000000001
1746,NE,c31183,Wheeler,818,"1,489.72",575.182,1.059,0.409,"1,490.78",575.591,41.937859,-98.522289
1747,NE,c31185,York,"13,665","1,482.79",572.51,8.596,3.319,"1,491.39",575.829,40.873056,-97.596742
1748,NV,c32001,Churchill,"24,877","12,769.83","4,930.46",242.422,93.6,"13,012.25","5,024.06",39.525701,-118.27041899999999
1749,NV,c32003,Clark,"1,951,269","20,438.71","7,891.43",438.695,169.381,"20,877.41","8,060.81",36.214236,-115.013819
1750,NV,c32005,Douglas,"46,997","1,838.16",709.719,72.318,27.922,"1,910.48",737.641,38.905128999999995,-119.60901899999999
1751,NV,c32007,Elko,"48,818","44,469.66","17,169.83",85.759,33.112,"44,555.42","17,202.95",41.141133,-115.351424
1752,NV,c32009,Esmeralda,783,"9,277.02","3,581.88",18.552,7.163,"9,295.57","3,589.04",37.778966,-117.632382
1753,NV,c32011,Eureka,"1,987","10,814.97","4,175.68",11.083,4.279,"10,826.05","4,179.96",39.977788000000004,-116.272208
1754,NV,c32013,Humboldt,"16,528","24,969.44","9,640.76",44.197,17.065,"25,013.64","9,657.82",41.407914,-118.12759199999999
1755,NV,c32015,Lander,"5,775","14,219.31","5,490.11",76.103,29.384,"14,295.41","5,519.49",39.900211,-117.04723999999999
1756,NV,c32017,Lincoln,"5,345","27,539.87","10,633.20",9.803,3.785,"27,549.67","10,636.99",37.634605,-114.863037
1757,NV,c32019,Lyon,"51,980","5,183.05","2,001.19",59.603,23.013,"5,242.65","2,024.20",39.022214,-119.19741699999999
1758,NV,c32021,Mineral,"4,772","9,719.82","3,752.84",155.747,60.134,"9,875.57","3,812.98",38.516647,-118.416279
1759,NV,c32023,Nye,"43,946","47,090.97","18,181.92",43.209,16.683,"47,134.18","18,198.61",37.966378999999996,-116.459047
1760,NV,c32027,Pershing,"6,753","15,634.63","6,036.56",79.934,30.863,"15,714.56","6,067.43",40.439639,-118.409477
1761,NV,c32029,Storey,"4,010",680.961,262.92,1.872,0.723,682.833,263.643,39.438385,-119.52464599999999
1762,NV,c32031,Washoe,"421,407","16,323.05","6,302.37",621.198,239.846,"16,944.25","6,542.21",40.703311,-119.710315
1763,NV,c32033,White Pine,"10,030","22,987.82","8,875.65",54.679,21.112,"23,042.50","8,896.76",39.417804,-114.900945
1764,NV,c32510,Carson City [9],"55,274",374.673,144.662,32.587,12.582,407.26,157.244,39.153447,-119.74344199999999
1765,NH,c33001,Belknap,"60,088","1,036.60",400.232,177.025,68.35,"1,213.62",468.582,43.519109,-71.425366
1766,NH,c33003,Carroll,"47,818","2,411.44",931.061,158.956,61.373,"2,570.39",992.434,43.867567,-71.201665
1767,NH,c33005,Cheshire,"77,117","1,830.24",706.66,58.115,22.439,"1,888.36",729.099,42.925455,-72.24821700000001
1768,NH,c33007,Coos,"33,055","4,648.21","1,794.69",90.778,35.049,"4,738.99","1,829.73",44.652419,-71.289383
1769,NH,c33009,Grafton,"89,118","4,425.64","1,708.75",105.662,40.796,"4,531.30","1,749.55",43.926488,-71.842264
1770,NH,c33011,Hillsborough,"400,721","2,269.19",876.139,41.637,16.076,"2,310.83",892.215,42.911643,-71.723101
1771,NH,c33013,Merrimack,"146,445","2,419.35",934.116,57.836,22.331,"2,477.19",956.447,43.299485,-71.68013
1772,NH,c33015,Rockingham,"295,223","1,799.32",694.72,260.008,100.39,"2,059.33",795.11,42.98936,-71.099437
1773,NH,c33017,Strafford,"123,143",955.641,368.975,38.919,15.027,994.559,384.002,43.293177,-71.035927
1774,NH,c33019,Sullivan,"43,742","1,391.64",537.313,38.022,14.681,"1,429.66",551.994,43.361188,-72.222084
1775,NJ,c34001,Atlantic,"274,549","1,439.27",555.704,300.755,116.122,"1,740.02",671.826,39.469353999999996,-74.633758
1776,NJ,c34003,Bergen,"905,116",603.49,233.009,35.385,13.662,638.875,246.671,40.95909,-74.074522
1777,NJ,c34005,Burlington,"448,734","2,068.30",798.576,55.069,21.262,"2,123.37",819.838,39.875786,-74.66300600000001
1778,NJ,c34007,Camden,"513,657",573.068,221.263,15.617,6.03,588.685,227.293,39.802352,-74.961251
1779,NJ,c34009,Cape May,"97,265",651.187,251.425,955.684,368.992,"1,606.87",620.417,39.086143,-74.847716
1780,NJ,c34011,Cumberland,"156,898","1,252.78",483.703,502.246,193.918,"1,755.03",677.621,39.328387,-75.12164399999999
1781,NJ,c34013,Essex,"783,969",326.888,126.212,8.854,3.419,335.742,129.631,40.787217,-74.24613599999999
1782,NJ,c34015,Gloucester,"288,288",833.99,322.005,39.296,15.172,873.286,337.177,39.721019,-75.14370799999999
1783,NJ,c34017,Hudson,"634,266",119.634,46.191,41.756,16.122,161.39,62.313,40.731384000000006,-74.078627
1784,NJ,c34019,Hunterdon,"128,349","1,108.05",427.819,24.911,9.618,"1,132.96",437.437,40.565283,-74.91197
1785,NJ,c34021,Mercer,"366,513",581.601,224.557,11.218,4.331,592.819,228.888,40.282503000000005,-74.703724
1786,NJ,c34023,Middlesex,"809,858",800.083,308.914,36.034,13.913,836.118,322.827,40.439593,-74.407585
1787,NJ,c34025,Monmouth,"630,380","1,214.17",468.793,509.002,196.527,"1,723.17",665.32,40.287056,-74.152446
1788,NJ,c34027,Morris,"492,276","1,191.85",460.177,55.55,21.448,"1,247.40",481.625,40.858581,-74.547427
1789,NJ,c34029,Ocean,"576,567","1,628.54",628.781,742.342,286.62,"2,370.88",915.401,39.86585,-74.26302700000001
1790,NJ,c34031,Passaic,"501,226",478.093,184.593,32.407,12.512,510.5,197.105,41.033763,-74.300308
1791,NJ,c34033,Salem,"66,083",859.614,331.899,104.713,40.43,964.327,372.329,39.573828000000006,-75.35735600000001
1792,NJ,c34035,Somerset,"323,444",781.693,301.813,7.883,3.044,789.576,304.857,40.565521999999994,-74.61993000000001
1793,NJ,c34037,Sussex,"149,265","1,344.24",519.014,43.327,16.729,"1,387.57",535.743,41.137423999999996,-74.691855
1794,NJ,c34039,Union,"536,499",266.393,102.855,6.595,2.546,272.988,105.401,40.659871,-74.308696
1795,NJ,c34041,Warren,"108,692",924.412,356.918,15.384,5.94,939.796,362.858,40.853524,-75.00954200000001
1796,NM,c35001,Bernalillo,"662,564","3,006.53","1,160.83",16.471,6.36,"3,023.00","1,167.19",35.054002000000004,-106.66906499999999
1797,NM,c35003,Catron,"3,725","17,932.27","6,923.69",14.194,5.481,"17,946.47","6,929.17",33.901814,-108.39209699999999
1798,NM,c35005,Chaves,"65,645","15,708.99","6,065.28",25.507,9.848,"15,734.50","6,075.12",33.361605,-104.469837
1799,NM,c35006,Cibola,"27,213","11,757.20","4,539.48",5.83,2.251,"11,763.03","4,541.73",34.93205,-108.00025500000001
1800,NM,c35007,Colfax,"13,750","9,733.33","3,758.06",26.319,10.162,"9,759.65","3,768.22",36.612963,-104.640126
1801,NM,c35009,Curry,"48,376","3,638.41","1,404.80",8.174,3.156,"3,646.58","1,407.95",34.572984000000005,-103.346055
1802,NM,c35011,De Baca,"2,022","6,015.57","2,322.62",29.16,11.259,"6,044.73","2,333.88",34.351428999999996,-104.401527
1803,NM,c35013,Dona Ana,"209,233","9,861.41","3,807.51",17.79,6.869,"9,879.20","3,814.38",32.350912,-106.832182
1804,NM,c35015,Eddy,"53,829","10,815.08","4,175.73",56.453,21.796,"10,871.53","4,197.52",32.457858,-104.306471
1805,NM,c35017,Grant,"29,514","10,260.56","3,961.63",15.35,5.926,"10,275.91","3,967.55",32.732087,-108.381504
1806,NM,c35019,Guadalupe,"4,687","7,848.91","3,030.48",2.888,1.115,"7,851.80","3,031.60",34.869782,-104.784968
1807,NM,c35021,Harding,695,"5,504.87","2,125.44",1.154,0.446,"5,506.02","2,125.89",35.863152,-103.829931
1808,NM,c35023,Hidalgo,"4,894","8,901.43","3,436.86",23.652,9.132,"8,925.08","3,445.99",31.899658000000002,-108.745729
1809,NM,c35025,Lea,"64,727","11,372.46","4,390.93",8.469,3.27,"11,380.93","4,394.20",32.795687,-103.413271
1810,NM,c35027,Lincoln,"20,497","12,512.47","4,831.09",0.564,0.218,"12,513.03","4,831.31",33.740941,-105.449083
1811,NM,c35028,Los Alamos,"17,950",282.74,109.167,0.23,0.089,282.97,109.256,35.870047,-106.30796799999999
1812,NM,c35029,Luna,"25,095","7,679.80","2,965.19",0.432,0.167,"7,680.23","2,965.36",32.184482,-107.74663899999999
1813,NM,c35031,McKinley,"71,492","14,114.94","5,449.81",14.161,5.467,"14,129.10","5,455.28",35.573732,-108.255307
1814,NM,c35033,Mora,"4,881","5,001.98","1,931.27",6.079,2.347,"5,008.06","1,933.62",35.982841,-104.921898
1815,NM,c35035,Otero,"63,797","17,128.13","6,613.21",37.019,14.293,"17,165.15","6,627.50",32.588776,-105.781079
1816,NM,c35037,Quay,"9,041","7,444.53","2,874.35",18.735,7.234,"7,463.27","2,881.58",35.107018,-103.548071
1817,NM,c35039,Rio Arriba,"40,246","15,179.50","5,860.84",91.46,35.313,"15,270.96","5,896.15",36.509669,-106.693983
1818,NM,c35041,Roosevelt,"19,846","6,338.82","2,447.43",18.704,7.222,"6,357.52","2,454.65",34.021457,-103.482725
1819,NM,c35043,Sandoval,"131,561","9,610.54","3,710.65",13.708,5.293,"9,624.25","3,715.94",35.685072999999996,-106.882618
1820,NM,c35045,San Juan,"130,044","14,278.78","5,513.07",65.674,25.357,"14,344.45","5,538.42",36.511625,-108.324578
1821,NM,c35047,San Miguel,"29,393","12,213.92","4,715.82",51.38,19.838,"12,265.30","4,735.66",35.476876000000004,-104.803515
1822,NM,c35049,Santa Fe,"144,170","4,945.36","1,909.41",3.775,1.457,"4,949.13","1,910.87",35.513721999999994,-105.96644099999999
1823,NM,c35051,Sierra,"11,988","10,823.45","4,178.96",148.324,57.268,"10,971.77","4,236.22",33.119479,-107.18816100000001
1824,NM,c35053,Socorro,"17,866","17,214.82","6,646.68",5.36,2.07,"17,220.18","6,648.75",33.991614,-106.939003
1825,NM,c35055,Taos,"32,937","5,706.03","2,203.11",3.386,1.307,"5,709.42","2,204.42",36.576529,-105.63798700000001
1826,NM,c35057,Torrance,"16,383","8,663.11","3,344.85",2.301,0.888,"8,665.41","3,345.73",34.634644,-105.84683600000001
1827,NM,c35059,Union,"4,549","9,903.45","3,823.74",18.468,7.131,"9,921.92","3,830.88",36.488085,-103.475723
1828,NM,c35061,Valencia,"76,569","2,761.38","1,066.18",5.489,2.119,"2,766.87","1,068.29",34.716840000000005,-106.806582
1829,NY,c36001,Albany,"304,204","1,354.06",522.804,27.189,10.498,"1,381.25",533.302,42.588271,-73.974014
1830,NY,c36003,Allegany,"48,946","2,665.90","1,029.31",13.154,5.079,"2,679.05","1,034.39",42.247894,-78.026176
1831,NY,c36005,Bronx [10],"1,385,108",109.029,42.096,39.838,15.382,148.867,57.478,40.848711,-73.852939
1832,NY,c36007,Broome,"200,600","1,827.93",705.766,25.249,9.749,"1,853.17",715.515,42.161977,-75.830291
1833,NY,c36009,Cattaraugus,"80,317","3,388.61","1,308.35",36.61,14.135,"3,425.22","1,322.49",42.244853000000006,-78.68100600000001
1834,NY,c36011,Cayuga,"80,026","1,791.19",691.582,445.708,172.089,"2,236.90",863.671,43.008546,-76.574587
1835,NY,c36013,Chautauqua,"134,905","2,745.97","1,060.23","1,139.48",439.957,"3,885.46","1,500.18",42.304216,-79.407595
1836,NY,c36015,Chemung,"88,830","1,055.04",407.352,8.877,3.427,"1,063.91",410.779,42.155281,-76.747179
1837,NY,c36017,Chenango,"50,477","2,314.28",893.548,13.161,5.082,"2,327.44",898.63,42.489732000000004,-75.604905
1838,NY,c36019,Clinton,"82,128","2,688.03","1,037.85",206.355,79.674,"2,894.38","1,117.53",44.75271,-73.705648
1839,NY,c36021,Columbia,"63,096","1,643.88",634.705,35.121,13.56,"1,679.00",648.265,42.247729,-73.626805
1840,NY,c36023,Cortland,"49,336","1,291.78",498.76,7.144,2.758,"1,298.93",501.518,42.593824,-76.076265
1841,NY,c36025,Delaware,"47,980","3,735.90","1,442.44",64.766,25.006,"3,800.67","1,467.45",42.193987,-74.966728
1842,NY,c36027,Dutchess,"297,488","2,060.67",795.63,76.969,29.718,"2,137.64",825.348,41.755009,-73.739951
1843,NY,c36029,Erie,"919,040","2,700.56","1,042.69",476.974,184.161,"3,177.54","1,226.85",42.752759000000005,-78.778192
1844,NY,c36031,Essex,"39,370","4,647.03","1,794.23",315.978,122,"4,963.01","1,916.23",44.108971000000004,-73.777573
1845,NY,c36033,Franklin,"51,599","4,219.40","1,629.12",177.032,68.353,"4,396.43","1,697.47",44.594374,-74.31067
1846,NY,c36035,Fulton,"55,531","1,283.26",495.469,96.893,37.411,"1,380.15",532.88,43.115609,-74.42367800000001
1847,NY,c36037,Genesee,"60,079","1,276.70",492.936,6.143,2.372,"1,282.84",495.308,43.00091,-78.192778
1848,NY,c36039,Greene,"49,221","1,676.14",647.161,28.201,10.888,"1,704.34",658.049,42.286951,-74.149495
1849,NY,c36041,Hamilton,"4,836","4,447.98","1,717.37",234.214,90.431,"4,682.19","1,807.80",43.657879,-74.50245600000001
1850,NY,c36043,Herkimer,"64,519","3,655.69","1,411.47",120.4,46.487,"3,776.09","1,457.96",43.461635,-74.894694
1851,NY,c36045,Jefferson,"116,229","3,285.63","1,268.59","1,524.55",588.632,"4,810.18","1,857.22",43.995371,-76.053522
1852,NY,c36047,Kings [10],"2,504,700",183.412,70.816,67.603,26.102,251.015,96.918,40.635133,-73.950777
1853,NY,c36049,Lewis,"27,087","3,301.40","1,274.68",39.581,15.282,"3,340.99","1,289.96",43.786396999999994,-75.442617
1854,NY,c36051,Livingston,"65,393","1,636.26",631.763,22.006,8.496,"1,658.26",640.259,42.727484999999994,-77.76978000000001
1855,NY,c36053,Madison,"73,442","1,696.03",654.842,16.681,6.441,"1,712.72",661.283,42.910026,-75.663575
1856,NY,c36055,Monroe,"744,344","1,702.15",657.205,"1,837.66",709.524,"3,539.81","1,366.73",43.464475,-77.66465600000001
1857,NY,c36057,Montgomery,"50,219","1,043.88",403.043,18.939,7.312,"1,062.82",410.355,42.900890999999994,-74.435358
1858,NY,c36059,Nassau,"1,339,532",737.411,284.716,436.461,168.518,"1,173.87",453.234,40.729687,-73.589384
1859,NY,c36061,New York [10],"1,585,873",59.126,22.829,27.873,10.762,86.999,33.591,40.776557000000004,-73.970174
1860,NY,c36063,Niagara,"216,469","1,352.90",522.359,"1,598.83",617.31,"2,951.73","1,139.67",43.456731,-78.79214300000001
1861,NY,c36065,Oneida,"234,878","3,140.18","1,212.43",117.138,45.227,"3,257.31","1,257.66",43.242727,-75.434282
1862,NY,c36067,Onondaga,"467,026","2,016.02",778.39,70.521,27.228,"2,086.54",805.618,43.00653,-76.196117
1863,NY,c36069,Ontario,"107,931","1,668.12",644.065,47.814,18.461,"1,715.94",662.526,42.856695,-77.30327700000001
1864,NY,c36071,Orange,"372,813","2,102.26",811.686,69.822,26.959,"2,172.08",838.645,41.402409999999996,-74.306252
1865,NY,c36073,Orleans,"42,883","1,013.36",391.259,"1,103.76",426.163,"2,117.11",817.422,43.502287,-78.229726
1866,NY,c36075,Oswego,"122,109","2,464.76",951.65,933.518,360.433,"3,398.28","1,312.08",43.461443,-76.20925799999999
1867,NY,c36077,Otsego,"62,259","2,594.39","1,001.70",36.394,14.052,"2,630.79","1,015.75",42.629776,-75.028841
1868,NY,c36079,Putnam,"99,710",596.504,230.312,41.283,15.939,637.787,246.251,41.427904,-73.743882
1869,NY,c36081,Queens [10],"2,230,722",281.097,108.532,180.458,69.675,461.555,178.207,40.658557,-73.837929
1870,NY,c36083,Rensselaer,"159,429","1,689.79",652.431,33.571,12.962,"1,723.36",665.393,42.710421000000004,-73.51384499999999
1871,NY,c36085,Richmond [10],"468,730",151.179,58.37,113.755,43.921,264.933,102.291,40.563855,-74.137063
1872,NY,c36087,Rockland,"311,687",449.493,173.55,66.8,25.792,516.293,199.342,41.154785,-74.024772
1873,NY,c36089,St. Lawrence,"111,944","6,942.15","2,680.38",365.349,141.062,"7,307.49","2,821.44",44.488113,-75.074311
1874,NY,c36091,Saratoga,"219,607","2,097.85",809.984,87.603,33.824,"2,185.45",843.808,43.106134999999995,-73.855387
1875,NY,c36093,Schenectady,"154,727",529.694,204.516,12.614,4.87,542.308,209.386,42.817541999999996,-74.043583
1876,NY,c36095,Schoharie,"32,749","1,610.50",621.819,11.677,4.508,"1,622.18",626.327,42.591294,-74.438172
1877,NY,c36097,Schuyler,"18,343",850.379,328.333,36.246,13.995,886.626,342.328,42.419776,-76.938604
1878,NY,c36099,Seneca,"35,251",838.393,323.705,172.839,66.734,"1,011.23",390.439,42.782294,-76.827088
1879,NY,c36101,Steuben,"98,990","3,601.53","1,390.56",35.027,13.524,"3,636.56","1,404.08",42.266725,-77.385525
1880,NY,c36103,Suffolk,"1,493,350","2,362.20",912.051,"3,784.19","1,461.08","6,146.39","2,373.13",40.943554,-72.69221800000001
1881,NY,c36105,Sullivan,"77,547","2,507.45",968.132,74.049,28.591,"2,581.50",996.723,41.720176,-74.76468
1882,NY,c36107,Tioga,"51,125","1,343.17",518.602,11.08,4.278,"1,354.25",522.88,42.178057,-76.29745
1883,NY,c36109,Tompkins,"101,564","1,229.33",474.649,43.795,16.909,"1,273.13",491.558,42.453281,-76.473712
1884,NY,c36111,Ulster,"182,493","2,911.76","1,124.24",94.6,36.525,"3,006.36","1,160.76",41.947232,-74.265447
1885,NY,c36113,Warren,"65,707","2,245.40",866.952,167.449,64.652,"2,412.85",931.604,43.555105,-73.838139
1886,NY,c36115,Washington,"63,216","2,152.76",831.184,38.083,14.704,"2,190.84",845.888,43.312377000000005,-73.439428
1887,NY,c36117,Wayne,"93,772","1,563.90",603.826,"2,018.18",779.225,"3,582.09","1,383.05",43.458758,-77.063164
1888,NY,c36119,Westchester,"949,113","1,114.98",430.497,179.999,69.498,"1,294.98",499.995,41.152770000000004,-73.745912
1889,NY,c36121,Wyoming,"42,155","1,535.21",592.746,9.171,3.541,"1,544.38",596.287,42.701363,-78.228567
1890,NY,c36123,Yates,"25,348",875.786,338.143,97.505,37.647,973.291,375.79,42.638237,-77.104324
1891,NC,c37001,Alamance,"151,131","1,098.01",423.943,27.957,10.794,"1,125.97",434.737,36.041973999999996,-79.399935
1892,NC,c37003,Alexander,"37,198",673.381,259.994,9.47,3.656,682.851,263.65,35.920951,-81.17746700000001
1893,NC,c37005,Alleghany,"11,155",608.801,235.059,3.855,1.488,612.656,236.547,36.489356,-81.132299
1894,NC,c37007,Anson,"26,948","1,376.45",531.452,14.613,5.642,"1,391.07",537.094,34.974996000000004,-80.109959
1895,NC,c37009,Ashe,"27,281","1,103.68",426.135,8.117,3.134,"1,111.80",429.269,36.436305,-81.49877
1896,NC,c37011,Avery,"17,797",639.952,247.087,0.367,0.142,640.319,247.229,36.072894,-81.920363
1897,NC,c37013,Beaufort,"47,759","2,142.42",827.192,339.348,131.023,"2,481.77",958.215,35.482313,-76.842014
1898,NC,c37015,Bertie,"21,282","1,811.10",699.27,108.725,41.979,"1,919.83",741.249,36.06133,-76.962367
1899,NC,c37017,Bladen,"35,190","2,264.50",874.328,33.23,12.83,"2,297.73",887.158,34.591949,-78.539513
1900,NC,c37019,Brunswick,"107,431","2,193.65",846.973,525.381,202.851,"2,719.03","1,049.82",34.038708,-78.227688
